   5.0000 1.1820e+07 7.8003e+06 1.7131e+07 8.2850e+06 1.6688e+07 1.0300e+07 1.3596e+07 1.0657e+07 1.2982e+07
   5.2500 1.1041e+07 7.3853e+06 1.5981e+07 7.8257e+06 1.5592e+07 9.6628e+06 1.2642e+07 9.9793e+06 1.2102e+07
   5.5000 1.0286e+07 6.9708e+06 1.4868e+07 7.3703e+06 1.4526e+07 9.0395e+06 1.1726e+07 9.3185e+06 1.1253e+07
   5.7500 9.5615e+06 6.5621e+06 1.3801e+07 6.9239e+06 1.3501e+07 8.4367e+06 1.0856e+07 8.6817e+06 1.0441e+07
   6.0000 8.8726e+06 6.1629e+06 1.2786e+07 6.4903e+06 1.2524e+07 7.8587e+06 1.0034e+07 8.0731e+06 9.6720e+06
   6.2500 8.2216e+06 5.7764e+06 1.1829e+07 6.0725e+06 1.1598e+07 7.3087e+06 9.2625e+06 7.4958e+06 8.9474e+06
   6.5000 7.6100e+06 5.4051e+06 1.0930e+07 5.6728e+06 1.0728e+07 6.7885e+06 8.5430e+06 6.9515e+06 8.2686e+06
   6.7500 7.0382e+06 5.0453e+06 1.0091e+07 5.2866e+06 9.9126e+06 6.2990e+06 7.8744e+06 6.4407e+06 7.6356e+06
   7.0000 6.5054e+06 4.6763e+06 9.3095e+06 4.8900e+06 9.1525e+06 5.8404e+06 7.2551e+06 5.9634e+06 7.0474e+06
   7.2500 6.0107e+06 4.3324e+06 8.5848e+06 4.5218e+06 8.4463e+06 5.4123e+06 6.6830e+06 5.5190e+06 6.5024e+06
   7.5000 5.5525e+06 4.0128e+06 7.9144e+06 4.1809e+06 7.7920e+06 5.0138e+06 6.1558e+06 5.1062e+06 5.9988e+06
   7.7500 5.1289e+06 3.7164e+06 7.2956e+06 3.8657e+06 7.1872e+06 4.6438e+06 5.6708e+06 4.7236e+06 5.5342e+06
   8.0000 4.7380e+06 3.4420e+06 6.7253e+06 3.5749e+06 6.6292e+06 4.3007e+06 5.2251e+06 4.3698e+06 5.1063e+06
   8.2500 4.3778e+06 3.1883e+06 6.2005e+06 3.3067e+06 6.1151e+06 3.9833e+06 4.8160e+06 4.0429e+06 4.7126e+06
   8.5000 4.0460e+06 2.9540e+06 5.7180e+06 3.0597e+06 5.6419e+06 3.6898e+06 4.4408e+06 3.7413e+06 4.3506e+06
   8.7500 3.7407e+06 2.7378e+06 5.2747e+06 2.8323e+06 5.2068e+06 3.4188e+06 4.0967e+06 3.4633e+06 4.0181e+06
   9.0000 3.4599e+06 2.5385e+06 4.8678e+06 2.6230e+06 4.8071e+06 3.1687e+06 3.7813e+06 3.2071e+06 3.7128e+06
   9.2500 3.2017e+06 2.3547e+06 4.4943e+06 2.4305e+06 4.4399e+06 2.9381e+06 3.4922e+06 2.9711e+06 3.4324e+06
   9.5000 2.9644e+06 2.1853e+06 4.1515e+06 2.2534e+06 4.1028e+06 2.7254e+06 3.2272e+06 2.7538e+06 3.1750e+06
   9.7500 2.7463e+06 2.0292e+06 3.8371e+06 2.0904e+06 3.7932e+06 2.5294e+06 2.9843e+06 2.5538e+06 2.9388e+06
  10.0000 2.5458e+06 1.8853e+06 3.5487e+06 1.9405e+06 3.5092e+06 2.3487e+06 2.7617e+06 2.3696e+06 2.7220e+06
  10.2500 2.3615e+06 1.7527e+06 3.2842e+06 1.8025e+06 3.2485e+06 2.1822e+06 2.5575e+06 2.2002e+06 2.5228e+06
  10.5000 2.1919e+06 1.6305e+06 3.0413e+06 1.6755e+06 3.0091e+06 2.0287e+06 2.3702e+06 2.0440e+06 2.3399e+06
  10.7500 2.0359e+06 1.5177e+06 2.8182e+06 1.5585e+06 2.7891e+06 1.8871e+06 2.1981e+06 1.9001e+06 2.1716e+06
  11.0000 1.8921e+06 1.4136e+06 2.6132e+06 1.4506e+06 2.5867e+06 1.7563e+06 2.0400e+06 1.7674e+06 2.0168e+06
  11.2500 1.7597e+06 1.3175e+06 2.4245e+06 1.3510e+06 2.4006e+06 1.6356e+06 1.8945e+06 1.6450e+06 1.8743e+06
  11.5000 1.6374e+06 1.2286e+06 2.2509e+06 1.2591e+06 2.2291e+06 1.5240e+06 1.7606e+06 1.5319e+06 1.7430e+06
  11.7500 1.5246e+06 1.1464e+06 2.0909e+06 1.1742e+06 2.0711e+06 1.4208e+06 1.6372e+06 1.4275e+06 1.6218e+06
  12.0000 1.4207e+06 1.0705e+06 1.9438e+06 1.0958e+06 1.9257e+06 1.3255e+06 1.5236e+06 1.3311e+06 1.5103e+06
  12.2500 1.3249e+06 1.0004e+06 1.8086e+06 1.0234e+06 1.7920e+06 1.2376e+06 1.4192e+06 1.2422e+06 1.4076e+06
  12.5000 1.2365e+06 9.3548e+05 1.6840e+06 9.5658e+05 1.6689e+06 1.1563e+06 1.3229e+06 1.1600e+06 1.3129e+06
  12.7500 1.1548e+06 8.7541e+05 1.5692e+06 8.9472e+05 1.5554e+06 1.0811e+06 1.2341e+06 1.0841e+06 1.2254e+06
  13.0000 1.0792e+06 8.1973e+05 1.4633e+06 8.3742e+05 1.4506e+06 1.0115e+06 1.1521e+06 1.0138e+06 1.1446e+06
  13.2500 1.0093e+06 7.6807e+05 1.3654e+06 7.8429e+05 1.3538e+06 9.4690e+05 1.0763e+06 9.4867e+05 1.0699e+06
  13.5000 9.4444e+05 7.2008e+05 1.2749e+06 7.3498e+05 1.2642e+06 8.8695e+05 1.0061e+06 8.8824e+05 1.0006e+06
  13.7500 8.8428e+05 6.7547e+05 1.1911e+06 6.8918e+05 1.1812e+06 8.3125e+05 9.4110e+05 8.3212e+05 9.3644e+05
  14.0000 8.2841e+05 6.3396e+05 1.1134e+06 6.4657e+05 1.1043e+06 7.7944e+05 8.8079e+05 7.7995e+05 8.7685e+05
  14.2500 7.7646e+05 5.9530e+05 1.0413e+06 6.0692e+05 1.0330e+06 7.3122e+05 8.2480e+05 7.3142e+05 8.2149e+05
  14.5000 7.2815e+05 5.5928e+05 9.7445e+05 5.7000e+05 9.6672e+05 6.8632e+05 7.7278e+05 6.8625e+05 7.7004e+05
  14.7500 6.8332e+05 5.2580e+05 9.1251e+05 5.3569e+05 9.0537e+05 6.4462e+05 7.2458e+05 6.4432e+05 7.2232e+05
  15.0000 6.4172e+05 4.9466e+05 8.5515e+05 5.0380e+05 8.4854e+05 6.0587e+05 6.7987e+05 6.0538e+05 6.7805e+05
  15.2500 6.0306e+05 4.6567e+05 8.0195e+05 4.7413e+05 7.9584e+05 5.6984e+05 6.3837e+05 5.6917e+05 6.3694e+05
  15.5000 5.6709e+05 4.3866e+05 7.5257e+05 4.4649e+05 7.4691e+05 5.3629e+05 5.9980e+05 5.3547e+05 5.9871e+05
  15.7500 5.3361e+05 4.1346e+05 7.0669e+05 4.2072e+05 7.0144e+05 5.0502e+05 5.6393e+05 5.0407e+05 5.6314e+05
  16.0000 5.0240e+05 3.8994e+05 6.6402e+05 3.9666e+05 6.5914e+05 4.7585e+05 5.3052e+05 4.7480e+05 5.3000e+05
  16.2500 4.7328e+05 3.6795e+05 6.2430e+05 3.7418e+05 6.1977e+05 4.4861e+05 4.9939e+05 4.4747e+05 4.9909e+05
  16.5000 4.4610e+05 3.4738e+05 5.8728e+05 3.5317e+05 5.8307e+05 4.2315e+05 4.7035e+05 4.2193e+05 4.7025e+05
  16.7500 4.2069e+05 3.2812e+05 5.5276e+05 3.3350e+05 5.4884e+05 3.9934e+05 4.4324e+05 3.9806e+05 4.4331e+05
  17.0000 3.9692e+05 3.1007e+05 5.2054e+05 3.1508e+05 5.1689e+05 3.7704e+05 4.1790e+05 3.7571e+05 4.1813e+05
  17.2500 3.7467e+05 2.9314e+05 4.9044e+05 2.9781e+05 4.8703e+05 3.5614e+05 3.9420e+05 3.5478e+05 3.9456e+05
  17.5000 3.5383e+05 2.7726e+05 4.6229e+05 2.8160e+05 4.5912e+05 3.3655e+05 3.7202e+05 3.3516e+05 3.7249e+05
  17.7500 3.3428e+05 2.6234e+05 4.3596e+05 2.6639e+05 4.3300e+05 3.1817e+05 3.5124e+05 3.1676e+05 3.5181e+05
  18.0000 3.1598e+05 2.4834e+05 4.1135e+05 2.5212e+05 4.0858e+05 3.0093e+05 3.3179e+05 2.9951e+05 3.3245e+05
  18.2500 2.9884e+05 2.3521e+05 3.8834e+05 2.3875e+05 3.8574e+05 2.8479e+05 3.1360e+05 2.8336e+05 3.1432e+05
  18.5000 2.8278e+05 2.2290e+05 3.6681e+05 2.2620e+05 3.6439e+05 2.6964e+05 2.9656e+05 2.6822e+05 2.9734e+05
  18.7500 2.6772e+05 2.1133e+05 3.4666e+05 2.1442e+05 3.4439e+05 2.5544e+05 2.8059e+05 2.5401e+05 2.8142e+05
  19.0000 2.5358e+05 2.0046e+05 3.2779e+05 2.0334e+05 3.2566e+05 2.4209e+05 2.6561e+05 2.4068e+05 2.6649e+05
  19.2500 2.4031e+05 1.9023e+05 3.1009e+05 1.9294e+05 3.0810e+05 2.2956e+05 2.5156e+05 2.2815e+05 2.5247e+05
  19.5000 2.2784e+05 1.8061e+05 2.9350e+05 1.8314e+05 2.9163e+05 2.1777e+05 2.3836e+05 2.1637e+05 2.3930e+05
  19.7500 2.1611e+05 1.7155e+05 2.7792e+05 1.7392e+05 2.7617e+05 2.0668e+05 2.2596e+05 2.0530e+05 2.2693e+05
  20.0000 2.0508e+05 1.6301e+05 2.6329e+05 1.6524e+05 2.6164e+05 1.9623e+05 2.1430e+05 1.9488e+05 2.1529e+05
  20.2500 1.9470e+05 1.5496e+05 2.4955e+05 1.5705e+05 2.4800e+05 1.8640e+05 2.0333e+05 1.8506e+05 2.0433e+05
  20.5000 1.8491e+05 1.4737e+05 2.3662e+05 1.4933e+05 2.3516e+05 1.7712e+05 1.9301e+05 1.7581e+05 1.9401e+05
  20.7500 1.7569e+05 1.4020e+05 2.2446e+05 1.4204e+05 2.2309e+05 1.6838e+05 1.8328e+05 1.6708e+05 1.8429e+05
  21.0000 1.6699e+05 1.3343e+05 2.1301e+05 1.3516e+05 2.1172e+05 1.6012e+05 1.7412e+05 1.5886e+05 1.7513e+05
  21.2500 1.5879e+05 1.2703e+05 2.0223e+05 1.2866e+05 2.0102e+05 1.5233e+05 1.6548e+05 1.5109e+05 1.6648e+05
  21.5000 1.5104e+05 1.2098e+05 1.9207e+05 1.2251e+05 1.9093e+05 1.4497e+05 1.5732e+05 1.4375e+05 1.5833e+05
  21.7500 1.4372e+05 1.1525e+05 1.8249e+05 1.1670e+05 1.8141e+05 1.3801e+05 1.4963e+05 1.3682e+05 1.5062e+05
  22.0000 1.3681e+05 1.0984e+05 1.7345e+05 1.1120e+05 1.7244e+05 1.3144e+05 1.4236e+05 1.3027e+05 1.4334e+05
  22.2500 1.3028e+05 1.0472e+05 1.6494e+05 1.0600e+05 1.6397e+05 1.2522e+05 1.3550e+05 1.2408e+05 1.3648e+05
  22.5000 1.2411e+05 9.9875e+04 1.5690e+05 1.0109e+05 1.5599e+05 1.1934e+05 1.2902e+05 1.1823e+05 1.2998e+05
  22.7500 1.1828e+05 9.5291e+04 1.4931e+05 9.6434e+04 1.4845e+05 1.1379e+05 1.2290e+05 1.1270e+05 1.2385e+05
  23.0000 1.1276e+05 9.0949e+04 1.4214e+05 9.2028e+04 1.4133e+05 1.0853e+05 1.1712e+05 1.0747e+05 1.1805e+05
  23.2500 1.0754e+05 8.6836e+04 1.3537e+05 8.7855e+04 1.3461e+05 1.0355e+05 1.1165e+05 1.0252e+05 1.1256e+05
  23.5000 1.0260e+05 8.2938e+04 1.2897e+05 8.3901e+04 1.2825e+05 9.8834e+04 1.0647e+05 9.7828e+04 1.0737e+05
  23.7500 9.7918e+04 7.9241e+04 1.2292e+05 8.0151e+04 1.2224e+05 9.4366e+04 1.0157e+05 9.3385e+04 1.0245e+05
  24.0000 9.3484e+04 7.5734e+04 1.1720e+05 7.6595e+04 1.1654e+05 9.0130e+04 9.6927e+04 8.9175e+04 9.7793e+04
  24.2500 8.9280e+04 7.2406e+04 1.1178e+05 7.3220e+04 1.1116e+05 8.6112e+04 9.2530e+04 8.5183e+04 9.3378e+04
  24.5000 8.5294e+04 6.9246e+04 1.0664e+05 7.0017e+04 1.0606e+05 8.2301e+04 8.8361e+04 8.1396e+04 8.9192e+04
  24.7500 8.1511e+04 6.6244e+04 1.0178e+05 6.6974e+04 1.0123e+05 7.8683e+04 8.4409e+04 7.7803e+04 8.5221e+04
  25.0000 7.7922e+04 6.3392e+04 9.7174e+04 6.4084e+04 9.6648e+04 7.5247e+04 8.0659e+04 7.4391e+04 8.1453e+04
  25.2500 7.4514e+04 6.0681e+04 9.2805e+04 6.1336e+04 9.2306e+04 7.1984e+04 7.7101e+04 7.1151e+04 7.7877e+04
  25.5000 7.1276e+04 5.8102e+04 8.8661e+04 5.8724e+04 8.8188e+04 6.8883e+04 7.3722e+04 6.8073e+04 7.4480e+04
  25.7500 6.8200e+04 5.5649e+04 8.4730e+04 5.6239e+04 8.4280e+04 6.5934e+04 7.0514e+04 6.5147e+04 7.1253e+04
  26.0000 6.5276e+04 5.3315e+04 8.0998e+04 5.3874e+04 8.0570e+04 6.3130e+04 6.7465e+04 6.2366e+04 6.8186e+04
  26.2500 6.2495e+04 5.1092e+04 7.7454e+04 5.1623e+04 7.7047e+04 6.0462e+04 6.4567e+04 5.9720e+04 6.5270e+04
  26.5000 5.9849e+04 4.8975e+04 7.4087e+04 4.9479e+04 7.3700e+04 5.7924e+04 6.1812e+04 5.7202e+04 6.2497e+04
  26.7500 5.7332e+04 4.6958e+04 7.0888e+04 4.7437e+04 7.0520e+04 5.5506e+04 5.9191e+04 5.4806e+04 5.9859e+04
  27.0000 5.4936e+04 4.5036e+04 6.7847e+04 4.5492e+04 6.7497e+04 5.3204e+04 5.6698e+04 5.2524e+04 5.7348e+04
  27.2500 5.2655e+04 4.3205e+04 6.4956e+04 4.3638e+04 6.4623e+04 5.1012e+04 5.4325e+04 5.0352e+04 5.4958e+04
  27.5000 5.0483e+04 4.1460e+04 6.2208e+04 4.1872e+04 6.1890e+04 4.8925e+04 5.2068e+04 4.8284e+04 5.2684e+04
  27.7500 4.8415e+04 3.9795e+04 5.9593e+04 4.0188e+04 5.9290e+04 4.6935e+04 4.9918e+04 4.6313e+04 5.0518e+04
  28.0000 4.6444e+04 3.8208e+04 5.7104e+04 3.8582e+04 5.6816e+04 4.5039e+04 4.7870e+04 4.4435e+04 4.8454e+04
